ID,comuna,nombre residencia,direccion,rating,website,telefono,latitud,longitud,imagen_1,imagen_2,imagen_3,palabras clave,busqueda texto,correo,facebook,instagram,cant reseñas,ciudad,precio,place_id,tipo,servicios,logo,tipo personal,region,disponibilidad,descripcion,video promocional,Created,Updated
509,Limache,ELEAM Rosa Krayer,"San Martín 460, 2260734 Quillota, Valparaíso ",5,,+56332254361,-32.882376,-71.2483902,https://senioradvisor.cl/fotos/valparaiso/81.jpg,https://senioradvisor.cl/fotos/valparaiso/81-2.jpg,https://senioradvisor.cl/fotos/valparaiso/81-3.jpg,,,,,,3,Limache,,ChIJG6zqhO_NiZYR_5Vrd5FRSdQ,,,,,Valparaíso,,,,2025-12-29T03:54:56.499Z,2025-12-29T03:54:56.499Z
508,Limache,"SEPAM "" Residencia Para El Adulto Mayor:","Colón 284, 2240023 Limache, Valparaíso ",5,,+56332496492,-32.9810474,-71.2683869,https://senioradvisor.cl/fotos/valparaiso/80.jpg,https://senioradvisor.cl/fotos/valparaiso/80-2.jpg,https://senioradvisor.cl/fotos/valparaiso/80-3.jpg,,,,,,2,Limache,,ChIJvy9Q__bViZYRxZ_tUh7LME0,,,,,Valparaíso,,,,2025-12-29T03:54:56.498Z,2025-12-29T03:54:56.498Z
507,Limache,Dulce Esperanza,"Angamos #164, 2240949 Limache, Valparaíso ",4.2,,+56956641130,-33.0204841,-71.2538011,https://senioradvisor.cl/fotos/valparaiso/79.jpg,https://senioradvisor.cl/fotos/valparaiso/79-2.jpg,https://senioradvisor.cl/fotos/valparaiso/79-3.jpg,,,,,,5,Limache,,ChIJsxyzLGPViZYRWamqapVtugQ,,,,,Valparaíso,,,,2025-12-29T03:54:56.497Z,2025-12-29T03:54:56.497Z
506,Limache,Residencias Para El Adulto Mayor De Reposo Y Larga Estadia Limitada,"Angelmó 285, 2240390 Limache, Valparaíso ",3.5,,+56332257892,-32.9946533,-71.2722613,https://senioradvisor.cl/fotos/valparaiso/78.jpg,https://senioradvisor.cl/fotos/valparaiso/78-2.jpg,https://senioradvisor.cl/fotos/valparaiso/78-3.jpg,,,,,,8,Limache,,ChIJG9zMqxHUiZYRblgMCv_HtDI,,,,,Valparaíso,,,,2025-12-29T03:54:56.489Z,2025-12-29T03:54:56.489Z
505,Limache,Casa De Reposo Mammayole Limitada,"Caupolicán 434, 2240000 Limache, Valparaíso ",4.4,,+56978976373,-32.989127,-71.2739519,https://senioradvisor.cl/fotos/valparaiso/77.jpg,https://senioradvisor.cl/fotos/valparaiso/77-2.jpg,https://senioradvisor.cl/fotos/valparaiso/77-3.jpg,,,,,,5,Limache,,ChIJxW4KVQ7UiZYRkKinXnAozj8,,,,,Valparaíso,,,,2025-12-29T03:54:56.487Z,2025-12-29T03:54:56.487Z
504,Villa Alemana,Ruca Azul,"Federico Sta María 321, 2470694 Villa Alemana, Valparaíso ",5,,,-33.0502521,-71.3601696,https://senioradvisor.cl/fotos/valparaiso/76.jpg,https://senioradvisor.cl/fotos/valparaiso/76-2.jpg,https://senioradvisor.cl/fotos/valparaiso/76-3.jpg,,,,,,1,Villa Alemana,,ChIJwxaJUGTXiZYRuWbhgoZZQ3A,,,,,Valparaíso,,,,2025-12-29T03:54:56.486Z,2025-12-29T03:54:56.486Z
503,Villa Alemana,Casa de reposo,"Las Delicias 651, 2470732 Villa Alemana, Valparaíso ",3.3,,+56965729759,-33.0441355,-71.3802539,https://senioradvisor.cl/fotos/valparaiso/75.jpg,https://senioradvisor.cl/fotos/valparaiso/75-2.jpg,https://senioradvisor.cl/fotos/valparaiso/75-3.jpg,,,,,,31,Villa Alemana,,ChIJGUTmZqHXiZYR4jY50f6lH_w,,,,,Valparaíso,,,,2025-12-29T03:54:56.485Z,2025-12-29T03:54:56.485Z
502,Villa Alemana,Residencia Santa Margarita,"Sta. Margarita 1128, 2461080 Villa Alemana, Valparaíso ",,https://residenciastamargarita.cl,+56222071546,-33.0570834,-71.3773925,https://senioradvisor.cl/fotos/valparaiso/74.jpg,https://senioradvisor.cl/fotos/valparaiso/74-2.jpg,https://senioradvisor.cl/fotos/valparaiso/74-3.jpg,"Aire acondicionado, Atencion sicologica, Atencion de enfermeria, Manejo de medicamentos, ","Aire acondicionado, Atencion sicologica, Atencion de enfermeria, Manejo de medicamentos, ",administracion@residenciastamargarita.cl,,,2,Villa Alemana,,ChIJi2_SiObXiZYRZm8y6di2jXQ,,"Aire acondicionado, Atencion sicologica, Atencion de enfermeria, Manejo de medicamentos, ",,,Valparaíso,,,,2025-12-29T03:54:56.484Z,2025-12-29T03:54:56.484Z
501,Villa Alemana,Residencia La Palmas,"Lautaro 106, 2470387 Villa Alemana, Valparaíso ",4.7,https://residencialaspalmas.cl,+56997448723,-33.0428052,-71.3556503,https://senioradvisor.cl/fotos/valparaiso/73.jpg,https://senioradvisor.cl/fotos/valparaiso/73-2.jpg,https://senioradvisor.cl/fotos/valparaiso/73-3.jpg,,,,,,3,Villa Alemana,920.000,ChIJQzT9aojXiZYRihrlno4baLY,,,,,Valparaíso,,,,2025-12-29T03:54:56.483Z,2025-12-29T03:54:56.483Z
500,Villa Alemana,Casa de Reposo en Villa Alemana SilverHouse Ltda.,"Lautaro 23, 2460420 Villa Alemana, Valparaíso ",3.3,https://casasilverhouse.wixsite.com,+56965729759,-33.0441355,-71.3802539,https://senioradvisor.cl/fotos/valparaiso/72.jpg,https://senioradvisor.cl/fotos/valparaiso/72-2.jpg,https://senioradvisor.cl/fotos/valparaiso/72-3.jpg,,,,,,31,Villa Alemana,,ChIJGUTmZqHXiZYR4jY50f6lH_w,,,,,Valparaíso,,,,2025-12-29T03:54:56.482Z,2025-12-29T03:54:56.482Z
499,Villa Alemana,Hogar Antu,"Santa Adelina 537, Villa Germania, Peñablanca, Villa Alemana, Valparaíso ",3.7,https://hogarantu.cl,+56322820801,-33.0473502,-71.3545971,https://senioradvisor.cl/fotos/valparaiso/71.jpg,https://senioradvisor.cl/fotos/valparaiso/71-2.jpg,https://senioradvisor.cl/fotos/valparaiso/71-3.jpg,"Aire acondicionado, Alarma de seguridad, Camara de seguridad, Guardia de seguridad, Habitacion doble, Habitacion individual, Jardin, Sala de estar, ","Aire acondicionado, Alarma de seguridad, Camara de seguridad, Guardia de seguridad, Habitacion doble, Habitacion individual, Jardin, Sala de estar, ",contacto@hogarantu.cl / administracion@hogarantu.cl,https://www.facebook.com/,,6,Villa Alemana,,ChIJBZrJQqPXiZYRwwbmxJcbcOw,,"Aire acondicionado, Alarma de seguridad, Camara de seguridad, Guardia de seguridad, Habitacion doble, Habitacion individual, Jardin, Sala de estar, ",,,Valparaíso,,,,2025-12-29T03:54:56.481Z,2025-12-29T03:54:56.481Z
498,Villa Alemana,El aromo,"Manuel Antonio matta, Pje. Dos 1962, 2040000 Villa Alemana, Valparaíso ",5,,,-33.0614156,-71.3719792,https://senioradvisor.cl/fotos/valparaiso/70.jpg,https://senioradvisor.cl/fotos/valparaiso/70-2.jpg,https://senioradvisor.cl/fotos/valparaiso/70-3.jpg,,,,,,4,Villa Alemana,,ChIJbZ6yUgDXiZYRKRBQ_ATqNCg,,,,,Valparaíso,,,,2025-12-29T03:54:56.481Z,2025-12-29T03:54:56.481Z
497,Villa Alemana,Casa de reposo - Residencia Mis Raices,"Ignacio Carrera Pinto 148, 2450405 Villa Alemana, Valparaíso ",5,,+56997540288,-33.041097,-71.3654306,https://senioradvisor.cl/fotos/valparaiso/69.jpg,https://senioradvisor.cl/fotos/valparaiso/69-2.jpg,https://senioradvisor.cl/fotos/valparaiso/69-3.jpg,,,,,,1,Villa Alemana,,ChIJI5PXWwPXiZYRjTuH70Wgn2E,,,,,Valparaíso,,,,2025-12-29T03:54:56.478Z,2025-12-29T03:54:56.478Z
496,Villa Alemana,La Casa de Villa Alemana,"Arrieta 74, 2460431 Villa Alemana, Valparaíso ",5,https://lacasadevillaalemana.com,+56342312508,-33.0453929,-71.3775646,https://senioradvisor.cl/fotos/valparaiso/68.jpg,https://senioradvisor.cl/fotos/valparaiso/68-2.jpg,https://senioradvisor.cl/fotos/valparaiso/68-3.jpg,"Aire acondicionado, Alarma de seguridad, Atencion de enfermeria, Habitacion individual, Monitor de actividad para residentes, Peluqueria y estetica, Sala de estar, Sala de juegos, Servicio de alimentacion, ","Aire acondicionado, Alarma de seguridad, Atencion de enfermeria, Habitacion individual, Monitor de actividad para residentes, Peluqueria y estetica, Sala de estar, Sala de juegos, Servicio de alimentacion, ",lacasadevillaalemana@gmail.com,,,9,Villa Alemana,,ChIJH_W2eWHXiZYR2dDqXsGURzI,,"Aire acondicionado, Alarma de seguridad, Atencion de enfermeria, Habitacion individual, Monitor de actividad para residentes, Peluqueria y estetica, Sala de estar, Sala de juegos, Servicio de alimentacion, ",,,Valparaíso,,,,2025-12-29T03:54:56.477Z,2025-12-29T03:54:56.477Z
495,Quilpué,Corp Union Evangelica,"Egaña 471, 2421230 Quilpué, Valparaíso ",5,,+56322911085,-33.0439717,-71.4469563,https://senioradvisor.cl/fotos/valparaiso/67.jpg,https://senioradvisor.cl/fotos/valparaiso/67-2.jpg,https://senioradvisor.cl/fotos/valparaiso/67-3.jpg,,,,,,4,Quilpué,780.000,ChIJrdZ6yBvZiZYRzBUnNclIG-M,,,,,Valparaíso,,,,2025-12-29T03:54:56.476Z,2025-12-29T03:54:56.476Z
494,Quilpué,Senior House Quilpué Spa,"De Veer 1111, 2421100 Quilpué, Valparaíso ",5,,+56323374070,-33.0431423,-71.4365704,https://senioradvisor.cl/fotos/valparaiso/66.jpg,https://senioradvisor.cl/fotos/valparaiso/66-2.jpg,https://senioradvisor.cl/fotos/valparaiso/66-3.jpg,,,,,,1,Quilpué,,ChIJVZQxFQTZiZYRG7NSKOX4Ce0,,,,,Valparaíso,,,,2025-12-29T03:54:56.475Z,2025-12-29T03:54:56.475Z
493,Quilpué,Casa De Reposo Tarde Otonal,"Lautaro 535, 2340000 Quilpué, Valparaíso ",4.5,https://casadereposovregion.cl,+56722772147,-33.0569458,-71.4239761,https://senioradvisor.cl/fotos/valparaiso/65.jpg,https://senioradvisor.cl/fotos/valparaiso/65-2.jpg,https://senioradvisor.cl/fotos/valparaiso/65-3.jpg,"Aire acondicionado, Asistencia espiritual o religiosa, Atencion de enfermeria, Atencion medica, Estacionamiento, Fisioterapia, Habitacion doble, Habitacion individual, Jardin, Lavanderia, Monitor de actividad para residentes, Suelo antideslizante, Sala de estar, Sala de juegos, Servicio de alimentacion, Servicio de limpieza, ","Aire acondicionado, Asistencia espiritual o religiosa, Atencion de enfermeria, Atencion medica, Estacionamiento, Fisioterapia, Habitacion doble, Habitacion individual, Jardin, Lavanderia, Monitor de actividad para residentes, Suelo antideslizante, Sala de estar, Sala de juegos, Servicio de alimentacion, Servicio de limpieza, ",info@casadereposovregion.cl,https://www.facebook.com/Tarde-Oto%C3%B1al-337275203276846/,,,Quilpué,,ChIJMTJULVfYiZYRTrflu0ISiR4,,"Aire acondicionado, Asistencia espiritual o religiosa, Atencion de enfermeria, Atencion medica, Estacionamiento, Fisioterapia, Habitacion doble, Habitacion individual, Jardin, Lavanderia, Monitor de actividad para residentes, Suelo antideslizante, Sala de estar, Sala de juegos, Servicio de alimentacion, Servicio de limpieza, ",,,Valparaíso,,,,2025-12-29T03:54:56.474Z,2025-12-29T03:54:56.474Z
492,Quilpué,Casa De Reposo orianita,"Avenida El Retiro 568, 2420608 Quilpué, Valparaíso ",5,,,-33.0370844,-71.4415448,https://senioradvisor.cl/fotos/valparaiso/64.jpg,https://senioradvisor.cl/fotos/valparaiso/64-2.jpg,https://senioradvisor.cl/fotos/valparaiso/64-3.jpg,,,,,,1,Quilpué,,ChIJP6UMaQDZiZYRIKtboh2BK9s,,,,,Valparaíso,,,,2025-12-29T03:54:56.473Z,2025-12-29T03:54:56.473Z
491,Quilpué,Casa De Reposo Edelweis,"Byers 834, 2421493 Quilpué, Valparaíso ",3,,(32) 233 7565,-33.0466444,-71.4497748,https://senioradvisor.cl/fotos/valparaiso/63.jpg,https://senioradvisor.cl/fotos/valparaiso/63-2.jpg,https://senioradvisor.cl/fotos/valparaiso/63-3.jpg,,,,https://www.facebook.com/people/Casa-de-reposo-Edelweis/100069955636218/?sk=about,,2,Quilpué,800.000,ChIJwxUnMxnZiZYRatZ-6VsxfX4,,,,,Valparaíso,,,,2025-12-29T03:54:56.472Z,2025-12-29T03:54:56.472Z
490,Quilpué,Casa de Reposo Atardecer,"Ovalle 1675, 2441485 Quilpué, Valparaíso ",4.3,https://hogardereposo.cl,+56959539727,-33.0572765,-71.4237936,https://senioradvisor.cl/fotos/valparaiso/62.jpg,https://senioradvisor.cl/fotos/valparaiso/62-2.jpg,https://senioradvisor.cl/fotos/valparaiso/62-3.jpg,"Aire acondicionado, Atencion de enfermeria, Habitacion individual, ","Aire acondicionado, Atencion de enfermeria, Habitacion individual, ",info@hogardereposo.cl,,,18,Quilpué,,ChIJdXalNFfYiZYRm3EmgWuLCm4,,"Aire acondicionado, Atencion de enfermeria, Habitacion individual, ",,,Valparaíso,,,,2025-12-29T03:54:56.468Z,2025-12-29T03:54:56.468Z
489,Quilpué,Casa de reposo El Retiro,"Manuel Bulnes 1049, 2430742 Quilpué, Valparaíso ",5,https://elretiro.cl,+56323185079,-33.0500939,-71.4432403,https://senioradvisor.cl/fotos/valparaiso/61.jpg,https://senioradvisor.cl/fotos/valparaiso/61-2.jpg,https://senioradvisor.cl/fotos/valparaiso/61-3.jpg,"Aire acondicionado, Atencion sicologica, Atencion de enfermeria, Atencion medica, Estacionamiento, Fisioterapia, Habitacion doble, Habitacion individual, Jardin, Monitor cardiaco, Monitor de actividad para residentes, Peluqueria y estetica, Servicio de alimentacion, Servicio de limpieza, Wi-Fi","Aire acondicionado, Atencion sicologica, Atencion de enfermeria, Atencion medica, Estacionamiento, Fisioterapia, Habitacion doble, Habitacion individual, Jardin, Monitor cardiaco, Monitor de actividad para residentes, Peluqueria y estetica, Servicio de alimentacion, Servicio de limpieza, Wi-Fi",contacto@elretiro.cl,https://www.facebook.com/casadereposoelretiro,,2,Quilpué, 1.000.000,ChIJHdrxxybZiZYRM_Qg0JdbIOg,,"Aire acondicionado, Atencion sicologica, Atencion de enfermeria, Atencion medica, Estacionamiento, Fisioterapia, Habitacion doble, Habitacion individual, Jardin, Monitor cardiaco, Monitor de actividad para residentes, Peluqueria y estetica, Servicio de alimentacion, Servicio de limpieza, Wi-Fi",,,Valparaíso,,,,2025-12-29T03:54:56.467Z,2025-12-29T03:54:56.467Z
488,Quilpué,Centro Diurno del Adulto Mayor,"Camilo Henríquez 375, 2430000 Quilpué, Valparaíso ",4.2,,+56322186332,-33.0459243,-71.4471247,https://senioradvisor.cl/fotos/valparaiso/60.jpg,https://senioradvisor.cl/fotos/valparaiso/60-2.jpg,https://senioradvisor.cl/fotos/valparaiso/60-3.jpg,,,,,,5,Quilpué,,ChIJUa0iaoHZiZYRwihVEY-zJKs,,,,,Valparaíso,,,,2025-12-29T03:54:56.466Z,2025-12-29T03:54:56.466Z
487,Quilpué,Casa de Reposo Resilience,"2430000 Quilpué, Valparaíso ",5,,+56981696356,-33.048694,-71.4449815,https://senioradvisor.cl/fotos/valparaiso/59.jpg,https://senioradvisor.cl/fotos/valparaiso/59-2.jpg,https://senioradvisor.cl/fotos/valparaiso/59-3.jpg,,,,,,9,Quilpué,900.000,ChIJk_fDKefZiZYRmNjQ-K4X9TY,,,,,Valparaíso,,,,2025-12-29T03:54:56.465Z,2025-12-29T03:54:56.465Z
486,Quilpué,Casa De Reposo “Nuestro Hogar”,"Covadonga 1183, 2440754 Quilpué, Valparaíso ",3.7,,+56995685807,-33.0502933,-71.4374194,https://senioradvisor.cl/fotos/valparaiso/58.jpg,https://senioradvisor.cl/fotos/valparaiso/58-2.jpg,https://senioradvisor.cl/fotos/valparaiso/58-3.jpg,,,,,,3,Quilpué,,ChIJ1Zcp5_HZiZYRRCYvyuH7iNo,,,,,Valparaíso,,,,2025-12-29T03:54:56.465Z,2025-12-29T03:54:56.465Z
485,Reñaca,"Jardín del Mar, Reñaca. Edificio Casaño","Los Sargazos 270, 2540262 Viña del Mar, Valparaíso ",4.8,,,-32.9757196,-71.5416476,https://senioradvisor.cl/fotos/valparaiso/57.jpg,https://senioradvisor.cl/fotos/valparaiso/57-2.jpg,https://senioradvisor.cl/fotos/valparaiso/57-3.jpg,"Aire acondicionado, Jardin, ","Aire acondicionado, Jardin, ",,,,5,Reñaca,,ChIJrYFCbQndiZYROKWbetUUSzo,,"Aire acondicionado, Jardin, ",,,Valparaíso,,,,2025-12-29T03:54:56.464Z,2025-12-29T03:54:56.464Z
484,Concón,CASA DE REPOSO Senior Alywen,"Villa Hipocampus - Las Dunas, Mantagua 51, 2510000 Concón, Valparaíso ",5,,+56993123168,-32.8944011,-71.492148,https://senioradvisor.cl/fotos/valparaiso/56.jpg,https://senioradvisor.cl/fotos/valparaiso/56-2.jpg,https://senioradvisor.cl/fotos/valparaiso/56-3.jpg,,,,,,2,Concón,,ChIJe-OK7nrDiZYRDjhoP-zWauk,,,,,Valparaíso,,,,2025-12-29T03:54:56.463Z,2025-12-29T03:54:56.463Z
483,Concón,Residencia del Adulto Mayor SMC,"Los Cerezos 895, 2510218 Concón, Valparaíso ",5,,+56228854686,-32.9270828,-71.5220075,https://senioradvisor.cl/fotos/valparaiso/55.jpg,https://senioradvisor.cl/fotos/valparaiso/55-2.jpg,https://senioradvisor.cl/fotos/valparaiso/55-3.jpg,,,,,,3,Concón,,ChIJbZLKgSnDiZYRHIYtH92DZfY,,,,,Valparaíso,,,,2025-12-29T03:54:56.463Z,2025-12-29T03:54:56.463Z
482,Valparaíso,Centro Geriatrico de alzheimer Santiago Aros Segura Empresa,"Avenida - Avenida El Retiro 3930, 2430000 Quilpué, Valparaíso ",3.7,,+56991007306,-33.0370851,-71.4416665,https://senioradvisor.cl/fotos/valparaiso/54.jpg,https://senioradvisor.cl/fotos/valparaiso/54-2.jpg,https://senioradvisor.cl/fotos/valparaiso/54-3.jpg,,,,,,7,Valparaíso,800.000,ChIJSdj4KFzZiZYRzus-wk01FpU,,,,,Valparaíso,,,,2025-12-29T03:54:56.462Z,2025-12-29T03:54:56.462Z
481,Valparaíso,Hogar De Ancianos La Asuncion De Peña Blanca,"Lautaro 300, 2470387 Villa Alemana, Valparaíso ",3.4,,+56957805186,-33.0435771,-71.354532,https://senioradvisor.cl/fotos/valparaiso/53.jpg,https://senioradvisor.cl/fotos/valparaiso/53-2.jpg,https://senioradvisor.cl/fotos/valparaiso/53-3.jpg,,,,,,9,Valparaíso,,ChIJ5bub66PXiZYRDq9ZJuOCumk,,,,,Valparaíso,,,,2025-12-29T03:54:56.460Z,2025-12-29T03:54:56.460Z
480,Valparaíso,Hospederia del Hogar de Cristo,"Retamo, 2340285 Valparaíso ",4.3,,+56985078421,-33.051654,-71.6074472,https://senioradvisor.cl/fotos/valparaiso/52.jpg,https://senioradvisor.cl/fotos/valparaiso/52-2.jpg,https://senioradvisor.cl/fotos/valparaiso/52-3.jpg,,,,,,9,Valparaíso,,ChIJ34lEKMPgiZYRZBaDz9BlN4Y,,,,,Valparaíso,,,,2025-12-29T03:54:56.460Z,2025-12-29T03:54:56.460Z
479,Valparaíso,Harmony Home - Residencia del adulto Mayor,"F-590 3155, Olmué, Valparaíso ",5,https://harmonyhome.cl,,-33.00054,-71.207718,https://senioradvisor.cl/fotos/valparaiso/51.jpg,https://senioradvisor.cl/fotos/valparaiso/51-2.jpg,https://senioradvisor.cl/fotos/valparaiso/51-3.jpg,"Aire acondicionado, Alarma de seguridad, Acceso silla de ruedas, Atencion de enfermeria, Fisioterapia, Jardin, ","Aire acondicionado, Alarma de seguridad, Acceso silla de ruedas, Atencion de enfermeria, Fisioterapia, Jardin, ",,https://www.facebook.com/profile.php?id=61575223204393,https://www.instagram.com/harmonyhomeolmue/,1,Valparaíso,,ChIJsfd7XADViZYRrhDcdOn_QO8,,"Aire acondicionado, Alarma de seguridad, Acceso silla de ruedas, Atencion de enfermeria, Fisioterapia, Jardin, ",,,Valparaíso,,,,2025-12-29T03:54:56.459Z,2025-12-29T03:54:56.459Z
478,Valparaíso,Residencia Bienestar - Hogar de Ancianos,"Ojos de Agua 2101, 2461252 Villa Alemana, Valparaíso ",5,,+56323281347,-33.0396379,-71.6016229,https://senioradvisor.cl/fotos/valparaiso/50.jpg,https://senioradvisor.cl/fotos/valparaiso/50-2.jpg,https://senioradvisor.cl/fotos/valparaiso/50-3.jpg,,,,,,2,Valparaíso,,ChIJTfiHgH7hiZYRS4USQxJV7wU,,,,,Valparaíso,,,,2025-12-29T03:54:56.458Z,2025-12-29T03:54:56.458Z
477,Valparaíso,Hogar Ancianos SWEET HOME,"Mena, 2430686 Quilpué, Valparaíso ",5,,+56930202674,-33.0505001,-71.4458288,https://senioradvisor.cl/fotos/valparaiso/49.jpg,https://senioradvisor.cl/fotos/valparaiso/49-2.jpg,https://senioradvisor.cl/fotos/valparaiso/49-3.jpg,,,,,,1,Valparaíso,,ChIJ1TnsBPLZiZYR-3iJSRTygSo,,,,,Valparaíso,,,,2025-12-29T03:54:56.457Z,2025-12-29T03:54:56.457Z
476,Valparaíso,Residencia Shalom,"Francisco Valdés Vergara 670, 2363030 Valparaíso ",5,,+56223103713,-33.0489397,-71.6145055,https://senioradvisor.cl/fotos/valparaiso/48.jpg,https://senioradvisor.cl/fotos/valparaiso/48-2.jpg,https://senioradvisor.cl/fotos/valparaiso/48-3.jpg,,,,,,1,Valparaíso,,ChIJFVC5LADhiZYRH9AckjqQKoA,,,,,Valparaíso,,,,2025-12-29T03:54:56.457Z,2025-12-29T03:54:56.457Z
475,Valparaíso,Hogar de ancianos Santa Teresa Nursing Home,"Lucía Subercaseaux 108, 2660000 San Antonio, Valparaíso ",5,,+56989163740,-33.58965,-71.6080174,https://senioradvisor.cl/fotos/valparaiso/47.jpg,https://senioradvisor.cl/fotos/valparaiso/47-2.jpg,https://senioradvisor.cl/fotos/valparaiso/47-3.jpg,,,,,,5,Valparaíso,900.000,ChIJMUns3NI5YpYR24dmb7rJPno,,,,,Valparaíso,,,,2025-12-29T03:54:56.456Z,2025-12-29T03:54:56.456Z
474,Valparaíso,Residencia ELEAM FLORENCIA,"Ignacio Carrera Pinto 365, 2470646 Villa Alemana, Valparaíso ",3.4,,+56942110748,-33.0488785,-71.3652341,https://senioradvisor.cl/fotos/valparaiso/46.jpg,https://senioradvisor.cl/fotos/valparaiso/46-2.jpg,https://senioradvisor.cl/fotos/valparaiso/46-3.jpg,,,,,,5,Valparaíso,800.000,ChIJKXlJdNjXiZYRRcN9xOqVl2c,,,,,Valparaíso,,,,2025-12-29T03:54:56.455Z,2025-12-29T03:54:56.455Z
473,Valparaíso,Eleam sor teresita,"Flammarion 0130, 2430907 Quilpué, Valparaíso ",4.3,,+56945119179,-33.0516649,-71.4576851,https://senioradvisor.cl/fotos/valparaiso/45.jpg,https://senioradvisor.cl/fotos/valparaiso/45-2.jpg,https://senioradvisor.cl/fotos/valparaiso/45-3.jpg,,,,,,6,Valparaíso,,ChIJZ5xu4rrZiZYRvEmFNXUWujw,,,,,Valparaíso,,,,2025-12-29T03:54:56.454Z,2025-12-29T03:54:56.454Z
472,Valparaíso,XIOMYHOME ELEAM,"Av. Los Carrera 250, 2421474 Quilpué, Valparaíso ",4.4,,+56323215377,-33.0514201,-71.4028022,https://senioradvisor.cl/fotos/valparaiso/44.jpg,https://senioradvisor.cl/fotos/valparaiso/44-2.jpg,https://senioradvisor.cl/fotos/valparaiso/44-3.jpg,,,,,,15,Valparaíso,,ChIJG0RxyJHZiZYRO_lm5TBwSKM,,,,,Valparaíso,,,,2025-12-29T03:54:56.453Z,2025-12-29T03:54:56.453Z
471,Valparaíso,Oak Garden ELEAM,"Almirante Grau, Teniente Serrano 2865, 2442503 Quilpué, Valparaíso ",3.7,https://oakgarden.cl,+56965690041,-33.0741777,-71.4171925,https://senioradvisor.cl/fotos/valparaiso/43.jpg,https://senioradvisor.cl/fotos/valparaiso/43-2.jpg,https://senioradvisor.cl/fotos/valparaiso/43-3.jpg,,,,,,3,Valparaíso,,ChIJYfGzY9bZiZYRil5r5wRIeLQ,,,,,Valparaíso,,,,2025-12-29T03:54:56.453Z,2025-12-29T03:54:56.453Z
470,Valparaíso,Casa de reposo TIERNO RENACER,"Díaz 781, 6500000 Villa Alemana, Valparaíso ",3.4,,+56983907284,-33.0457904,-71.3752474,https://senioradvisor.cl/fotos/valparaiso/42.jpg,https://senioradvisor.cl/fotos/valparaiso/42-2.jpg,https://senioradvisor.cl/fotos/valparaiso/42-3.jpg,"Aire acondicionado, ","Aire acondicionado, ",,,,12,Valparaíso,,ChIJ6yXfsHvXiZYRtBwahBPRxxs,,"Aire acondicionado, ",,,Valparaíso,,,,2025-12-29T03:54:56.452Z,2025-12-29T03:54:56.452Z
469,Valparaíso,Casa De Reposo Hogar Gilda,"La Portada 868, 2420519 Quilpué, Valparaíso ",4.4,https://inforedchile.cl,+56323190078,-33.0384048,-71.4783198,https://senioradvisor.cl/fotos/valparaiso/41.jpg,https://senioradvisor.cl/fotos/valparaiso/41-2.jpg,https://senioradvisor.cl/fotos/valparaiso/41-3.jpg,"Aire acondicionado, ","Aire acondicionado, ",,,,19,Valparaíso,,ChIJVQW1EknZiZYRx_mP2ZweC8U,,"Aire acondicionado, ",,,Valparaíso,,,,2025-12-29T03:54:56.451Z,2025-12-29T03:54:56.451Z
468,Valparaíso,Casa de reposo Renacer Otoñal,"Samuel Valencia 1583, 2440838 Quilpué, Valparaíso ",4.9,,+56997461221,-33.0514629,-71.4316674,https://senioradvisor.cl/fotos/valparaiso/40.jpg,https://senioradvisor.cl/fotos/valparaiso/40-2.jpg,https://senioradvisor.cl/fotos/valparaiso/40-3.jpg,"Aire acondicionado, ","Aire acondicionado, ",,,,17,Valparaíso,,ChIJ83lX9aXZiZYRHhI6qYeJKvM,,"Aire acondicionado, ",,,Valparaíso,,,,2025-12-29T03:54:56.450Z,2025-12-29T03:54:56.450Z
467,Valparaíso,Casa de Reposo La Nueva Jerusalén,"Camilo Henríquez 053, 4230000 Quilpué, Valparaíso ",4.3,,+56950156677,-33.0453122,-71.4523882,https://senioradvisor.cl/fotos/valparaiso/39.jpg,https://senioradvisor.cl/fotos/valparaiso/39-2.jpg,https://senioradvisor.cl/fotos/valparaiso/39-3.jpg,,,,,,21,Valparaíso,,ChIJU8k5amnZiZYRVyu1neCEfCA,,,,,Valparaíso,,,,2025-12-29T03:54:56.450Z,2025-12-29T03:54:56.450Z
466,Valparaíso,Elderly House Hogar Años Dorados,"Manuel Olavarrieta 32A, 2340000 Valparaíso ",5,,+56979834598,-33.0531767,-71.6059379,https://senioradvisor.cl/fotos/valparaiso/38.jpg,https://senioradvisor.cl/fotos/valparaiso/38-2.jpg,https://senioradvisor.cl/fotos/valparaiso/38-3.jpg,,,,,,1,Valparaíso,1.200.000,ChIJ28lB8qDhiZYRlf53mk-stq0,,,,,Valparaíso,,,,2025-12-29T03:54:56.449Z,2025-12-29T03:54:56.449Z
